"postId","commentId","content","timestamp","likeCount"
"9LPG5YcE7EA","Ugwn0WR79CpNyxw1uQV4AaABAg","Là yeti một sinh vật ở vùng tuyết lạnh nhưng nó bị tuyệt chủng từ lâu lắm rồi","28/09/2025 18:20","0"
"9LPG5YcE7EA","Ugykn1-x4cwL1OqdCd94AaABAg","S nhìn buồn cười v=)","03/10/2025 16:54","0"
"9LPG5YcE7EA","UgyImdiWgEy3f7baVgx4AaABAg","Cây đổ hết rồi 😮","28/09/2024 08:32","0"
"9LPG5YcE7EA","UgzlXG8lwsL8ZjpFfUR4AaABAg","Miền nam cũng bị ảnh hưởng nè","09/09/2024 11:03","0"
"9LPG5YcE7EA","Ugyc9Yz6o5-n9Oe5RT14AaABAg","tôi ở miền Nam cũng bị mưa to","08/09/2024 07:07","0"
"9LPG5YcE7EA","UgxjtUBTCLwQS6FPMqh4AaABAg","Nó là cơn bão số 3 🤯 Em nhận quà mà","08/09/2024 13:44","0"
"9LPG5YcE7EA","Ugwwgi8Xl8xIk2WKFd14AaABAg","Nhà em bị sập một mảnh tường rồi😢😢","08/09/2024 06:55","0"
"9LPG5YcE7EA","Ugyg33GSY1GXOcmRlD94AaABAg","ở ag cx có mưa quá tr lun","08/09/2024 09:14","0"
"9LPG5YcE7EA","UgwZO1aY-VDY8xOyyJd4AaABAg","Siêu Bão Matthew năm 2016 mới đáng sợ đó! Mặt q*y ghê rợn cười mà nó ám ảnh cuộc đời của những người ở Vùng Carribean.","02/08/2025 09:03","0"
"9LPG5YcE7EA","UgwdiGHcMzQYVM2Bfoh4AaABAg","Phát hiện một con zombie siêu to khổng lồ","04/03/2025 11:41","0"
"9LPG5YcE7EA","UgyrGj6hYgjRiiuSchd4AaABAg","Cái thùng rác sợ tới nỗi cố gắng bám vào hàng rào để đừng bị bay điXDD","08/09/2024 07:37","4"
"9LPG5YcE7EA","UgyvuohWGEFcTeklHLV4AaABAg","May quá chổ tôi chỉ bị ảnh hưởng thôi","09/09/2024 19:33","0"
"9LPG5YcE7EA","Ugx2kzg3SXuBHHXKQJx4AaABAg","Chỗ t mới có tối qua 😢","08/09/2024 08:24","0"
"9LPG5YcE7EA","Ugyy9aGyaU4SnDyegx54AaABAg","Bão Yagi zombie 😇","16/09/2024 16:59","0"
"9LPG5YcE7EA","UgxJ1cwErY9KX64h1m14AaABAg","Rồi tức rồi để làm gị cũng đc","21/09/2024 15:42","0"
"9LPG5YcE7EA","Ugw4A-5wpGmJO1WHyo94AaABAg","Không đáng sợ bằng cơn bão năm ấy lấy đi hơn 3ty người","22/09/2024 15:41","0"
"9LPG5YcE7EA","UgzJliq9lr1CLZgzlup4AaABAg","60 năm sau cơn bão này sẽ đến miền trung chúng tôi","08/09/2024 08:10","0"
"9LPG5YcE7EA","UgwM28ZYm8G-a5FlfId4AaABAg","Đi qua tỉnh tui nè","09/09/2024 21:56","0"
"9LPG5YcE7EA","UgwWMmbPzlAejwLH-PZ4AaABAg","Chửi vì sao quá sức tưởng tượng","15/09/2024 19:23","0"
"9LPG5YcE7EA","Ugzwc9IIFMN0plBF1tF4AaABAg","miên băc 😨😨😨😨😱😱😱😱😱","08/09/2024 07:04","0"
"9LPG5YcE7EA","UgwGtdIhf_V3aEWaXah4AaABAg","Tôi không thể nào","29/09/2024 16:10","0"
"9LPG5YcE7EA","UgwIaDLI8E3Tr56WMQl4AaABAg","😮😮😮😮😮🙀🙀🙀🙀🙀🙀","28/09/2024 15:05","0"
"9LPG5YcE7EA","Ugy3_06OyCHJJZN4dK54AaABAg","Dì tôi bị mát nhà","21/09/2024 15:41","0"
"9LPG5YcE7EA","Ugx6DcmUzR7J8WnEJP14AaABAg","nhìn là biêt","08/09/2024 11:16","0"
"9LPG5YcE7EA","Ugx74XiWyStQ2yvuTIx4AaABAg","Ghim đi anh😢","07/09/2024 22:21","1"
"9LPG5YcE7EA","Ugy3XMfu3tD629eAq-14AaABAg","😊","09/09/2024 20:20","0"
"9LPG5YcE7EA","UgwjpkAGzIF_YvriKVZ4AaABAg","Con quái vật nó liên quan gì =)))","11/09/2024 22:18","0"
"ahpNdmW7BY4","UgyQW9c3EKg2T-ABrON4AaABAg","May mắn em là người Miền Nam 😅
Chúc các bạn miền Bắc bình an vô sự, tránh bão Yagi nhé 😊","08/09/2024 13:38","1334"
"ahpNdmW7BY4","UgxR7P15s777d7Tl3UB4AaABAg","bão yagi xuất hiện
người khác : 😱😱😱
đạt : để xem bão yagi làm rụng bao nhiêu trái bưởi 🗿","10/09/2024 11:40","20"
"ahpNdmW7BY4","UgyGFtCQ-kB-IyZ70AF4AaABAg","tôi ở Hải Phòng  lãnh đủ
chúc anh em miền Bắc bình an vô sự","09/09/2024 08:17","346"
"ahpNdmW7BY4","UgwwIkVo6gN5QZzskCB4AaABAg","Cách tả cây hoa nhà em rụng hết cả cây","12/09/2024 15:31","0"
"ahpNdmW7BY4","UgzAfjwle7UnG49XsSF4AaABAg","Tôi là người miền Trung ngoài này thì đang bình thường cũng hơi mưa nhẹ( không biết có phải bình yên trước cơn bão không) nhưng hi vọng là không. Còn ae ngoài Bắc thì sao tình hình ae như nào. Chúc ae vượt qua cơn bão nhá","08/09/2024 14:31","311"
"ahpNdmW7BY4","Ugw9kncA9W60S-89dT14AaABAg","Anh cầm cây dù đi chơi đi anh, cho 1 vé xuyên miền luôn ạ đỡ tốn tiền đi , nhưng tốn tiền về thôi ạ😂","08/09/2024 13:26","55"
"ahpNdmW7BY4","UgwwjUbP27KRy_AAHAR4AaABAg","Review bão YaGi : ❌️
Giải cứu những quả bưởi : ✅️","14/09/2024 16:26","2"
"ahpNdmW7BY4","UgziiBzkFLdzqLHu-5F4AaABAg","Câu cuối a chốt bão yagi chỗ a yếu chỗ khác mạnh :)).Bão siad:bị Đỗ Đạt xúc phạm😂😂😂","10/09/2024 19:29","8"
"ahpNdmW7BY4","Ugyq1MiVyH9sgk7KJwp4AaABAg","Sau bão Yagi 
Tôi:Chắc là 2 chục quả 
Đạt: 5 quả thôi","14/01/2025 21:09","0"
"ahpNdmW7BY4","Ugy8VJTmLqOhH54u-h94AaABAg","May mà em ở thanh hoá bão đi chệch hướng nên chỉ bị ảnh hưởng nhẹ","08/09/2024 11:55","42"
"ahpNdmW7BY4","UgzHXf81vejh-1w1Ezx4AaABAg","Sắp có bão cu gia r :(","14/09/2024 15:06","0"
"ahpNdmW7BY4","Ugwght9c_BrbYyA2zvN4AaABAg","tôi thái bình bão to và mất điện 2 ngày","10/09/2024 22:26","0"
"ahpNdmW7BY4","UgxzTLd_f4XH3c1LifR4AaABAg","Yagi : bão mạnh nhất hiện tại
Haiyan: bão mạnh nhất lịch sử 
Bão mặt trời : 🗿","12/09/2024 13:01","33"
"ahpNdmW7BY4","Ugzt-sZZFrdQCUir_KB4AaABAg","Nhà tôi 83 quả nhé  bh mới ăn hết đây","10/09/2024 19:51","1"
"ahpNdmW7BY4","Ugz6HE5KE_tQrey4Ljp4AaABAg","Nhà e ở hải phòng (trung tâm bão) mà may nhà ổn r cây xung quanh đổ hết","08/09/2024 11:39","44"
"ahpNdmW7BY4","Ugy6qRYtM6zwyLyktQJ4AaABAg","Anh em miền trung còn chill vl 💀","10/09/2024 13:03","0"
"ahpNdmW7BY4","UgyWWcLCMtRL71QQip94AaABAg","Cho bạn nào miền Nam chưa biết thì miền Bắc trồng rất nhiều Bưởi, hầu như nhà nào có vườn cũng trồng bưởi. Và bưởi rất dễ rụng khi gặp gió to, mưa bão, nhà anh tôi ở Thái Bình trồng hơn chục cây sau bão Yagi thì rụng sạch :))","11/09/2024 08:09","37"
"ahpNdmW7BY4","Ugy8uSTp4zk_Nm2q45l4AaABAg","Người gặp Bão yagi 
1 Đỗ Đạt:)","04/01/2025 12:56","0"
"ahpNdmW7BY4","UgwLXYDujkgz1lj5kMJ4AaABAg","nhà em bên vườn nó còn gãy luôn cả cây xoan may nó ko đổ vào nhà em😇😇","08/09/2024 12:46","8"
"ahpNdmW7BY4","UgyK-kHgu0C35yx6Oad4AaABAg","Đừng có chê yếu, chỉ là may mắn hơn vì nằm ngoài rìa bão thôi.","09/09/2024 21:21","0"
"ahpNdmW7BY4","UgwRq5YQm0LZsAHmd_J4AaABAg","Nhà em đổ luôn cây mít quả rõ thơm ra mà đổ mất tiếc","08/09/2024 18:25","6"
"ahpNdmW7BY4","UgyoNpbQZYGJUdK1ZCx4AaABAg","Tính ra bão yagi là phải bay nóc nhà chứ:)","13/09/2024 20:37","0"
"ahpNdmW7BY4","UgyMw-vqY9fKk0poDb94AaABAg","lúc đầu dự báo Hải Dương chỉ bị ảnh hưởng thôi, ai ngờ bão nó chuyển hướng thế là chỗ e hứng đủ. Cây đổ, mái tôn bay vèo vèo,… Trường e CNT cũng thiệt hại nặng thực sự, nhìn tưởng vừa xảy ra tận thế 😢","08/09/2024 17:30","7"
"ahpNdmW7BY4","UgwqgSPISXyiLS7iG_d4AaABAg","giờ xong bão jagi thì lại thêm con trà mi nũa","09/11/2024 21:43","0"
"ahpNdmW7BY4","UgzWMwcxOFYFlCH-FhB4AaABAg","Cây bưởi của ông mà ở hạ long thì có mà quả cũng chả thấy mà nhặt nữa đâu =))))","25/09/2024 01:41","0"
"ahpNdmW7BY4","UgzKxJ7ce6Z01F72nnF4AaABAg","Em đang quay thì nhà ai bay luôn nóc  ai ở Thái Bình dơ tay","12/09/2024 11:03","0"
"ahpNdmW7BY4","UgyK1GeoE4xla9qxGZp4AaABAg","bên em đổ cột điện , đổ cây mít , đổ tường =))","09/09/2024 14:11","0"
"ahpNdmW7BY4","Ugy1h7jKqpw-KnEyTPF4AaABAg","Sau bão Yagi quá là bất ổn 😂😂","14/01/2025 20:23","1"
"ahpNdmW7BY4","Ugx0KY4tbu-PPbWiPBl4AaABAg","Anh ơi nhà em bay mất cái tủ quần áo với bật cửa sổ đấy","29/09/2024 07:07","0"
"ahpNdmW7BY4","UgweoSDqllWCc4_R8UJ4AaABAg","Cũng chịu bão yagi nhưng người Việt Nam  ứng phó rất ảo","13/09/2024 20:03","0"
"ahpNdmW7BY4","Ugw9-dv_aUsiYA-Vn4l4AaABAg","Nếu như là người miền Nam chắc kiểu có có sầu riêng ăn😂😂😂😂","22/05/2025 21:02","0"
"ahpNdmW7BY4","UgzT88E9yPimvNXvW254AaABAg","Nghỉ hè tuần trước còn chưa đi học mà bão nó phá nha","08/11/2024 14:38","0"
"ahpNdmW7BY4","Ugz77Cb1T7LgmN-JYwR4AaABAg","Khi ở điểm trung tâm của bảo yagi thì mới yamete =)","14/09/2024 12:52","0"
"ahpNdmW7BY4","UgwMRwfv9Cy_wvZow_h4AaABAg","Mưa đó ko bằng mưa bình thường của miến tây tụi tuii","06/12/2024 19:46","0"
"ahpNdmW7BY4","Ugye8Df18_f6_CO2RpB4AaABAg","Thay gì anh ấy chuẩn bị để chống bão thì anh ấy quay toptop","12/09/2024 21:04","0"
"ahpNdmW7BY4","UgxHN808-Ms5fS77lrl4AaABAg","Ở Hp thì mất cả cây :))","22/09/2024 23:08","0"
"ahpNdmW7BY4","UgxYAJaNnikfKfvsqDJ4AaABAg","Bão này là bão daxua chứ 😂😂😂","28/02/2025 21:22","0"
"ahpNdmW7BY4","Ugy9Bl5C4PmCRyI_Kdx4AaABAg","Còn 2 quả trong nhà ko lấy luôn à. Hay để hàng xóm qua ăn hai quả còn lại","10/09/2024 09:33","0"
"ahpNdmW7BY4","UgwcohyarscgvhHHKmN4AaABAg","Miền Trung thứ 5 là bão trà mi","29/10/2024 22:47","1"
"ahpNdmW7BY4","UgwQHJWXXOF57rT8B3t4AaABAg","Bếp nhà em cũ bị tốc hết mái bát đũa vỡ tan 😅","10/09/2024 18:38","0"
"ahpNdmW7BY4","Ugxftf02ngL6_xujt9Z4AaABAg","cáiđâylàbáocâp1","10/09/2024 17:41","1"
"ahpNdmW7BY4","UgyFl_GGK7DX_EVrcVx4AaABAg","Bốn cây sà cừ nhà ông em đổ hết vào nhà , nhà em không sao","10/09/2024 20:30","0"
"ahpNdmW7BY4","Ugxm-maPBNDxXProWLV4AaABAg","Tôi ở Hải Phòng miền bắc thì siêu bão yagi nó đến thì tôi kiểu","03/07/2025 12:12","0"
"ahpNdmW7BY4","UgxLwMG3hQVZ4k7Yj154AaABAg","Anh ơi nhà em bị ngập rồi chúc anh thật bình yên nhé ❤","11/10/2024 19:29","0"
"ahpNdmW7BY4","Ugxd82wlG5iIchbHTYF4AaABAg","Nhà em bay nóc luôn, bác em can đảm chèo lên nóc sửa 🎉","23/11/2024 13:20","0"
"ahpNdmW7BY4","UgwA4fMvty48GqAPssN4AaABAg","😂 trứng gà nó thổi bay mẹ cái nóc nhà tôi rồi mà nó nói yếu","10/09/2024 16:35","0"
"ahpNdmW7BY4","UgzxoSr6oeVr4G0If9V4AaABAg","Đây là bão yagi 2, bão yagi 3 là siêu bão!","10/07/2025 00:06","0"
"ahpNdmW7BY4","UgyGrn5yAODBSnL8gA14AaABAg","May mắn là nhà em ko bay nóc =))","09/09/2024 22:38","0"
"ahpNdmW7BY4","Ugy77jqBMiFgEl5m1C14AaABAg","Nhà em Thanh Hóa mưa suốt ngày à đúng là yagi","12/09/2024 16:33","0"
"ahpNdmW7BY4","Ugxov-C_dlwXiVg01794AaABAg","mưa mà nhìn ông này vui vcl =)))","10/09/2024 22:59","0"
"X4LVHA10Xuc","Ugz8pMBLgAu7hCdMv1N4AaABAg","Cầu mong cho người dân Miền Bắc bình an","07/09/2024 11:07","503"
"X4LVHA10Xuc","UgwAKlQd928sw_CExRZ4AaABAg","Vừa mới nghe cô kể ở các vùng xa đag có bão này.nó càn quét nhx nơi nó ik qua. Chắc cơn bão đó  mạnh lắm😅😢chúc mấy vùng miền bắc mạnh khỏe bình an❤❤","09/09/2024 15:55","33"
"X4LVHA10Xuc","UgzI5T0yWoJYibo4RdV4AaABAg","Đúng là thành niên chưa trải sự đời. Ko điện không internet, ko có nơi ăn chơi. Đó là quay lại thời đồ đá đúng nghĩa luôn đó. Chán ko thể vào tả được hết luôn.","07/09/2024 07:39","1011"
"X4LVHA10Xuc","UgwebhoLIwNwIauvCoN4AaABAg","Hình như là dồn về hà nội Á🤡🤡","08/09/2024 22:04","1"
"X4LVHA10Xuc","UgwQsdez9HeNDy9Q4DV4AaABAg","Cầu mong đồng bào ae miền Bắc bình an. Miền Tây xa vậy mà cũng gió lớn lắm nè.","07/09/2024 18:34","43"
"X4LVHA10Xuc","UgzGAL9w5mxzkmzm9OJ4AaABAg","Ghê","15/11/2024 22:14","1"
"X4LVHA10Xuc","Ugw8KQJT8nS7IbT6M4t4AaABAg","🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
——————————————————————
(🎉 cỏ may mắn chúc bạn an nhàn 🎉)","19/11/2024 07:01","1"
"X4LVHA10Xuc","UgwLfXJhTipeYTdTWU94AaABAg","Ở nhà tui á, bữa gió thổi mạnh quá muốn bay nóc luôn 😅","07/09/2024 18:38","3"
"X4LVHA10Xuc","Ugza8mMPSb1qZmnFYIJ4AaABAg","Tui nghe mà sợ ngồi túi nhà tui chịu gió thôi chiều 3 giờ cơn bão lớn đó,  tui ko biết nhà tui chịu nỗi ko tui có 1 cơn ác mộng hồi tui còn nhỏ nhà tui bị sập và sao khi nhà sập gia đình tui dọn qua nhà nội tui ở được 1 tháng thì trong ngày đó tui ngủ tui mơ là đang ngủ rồi nhà sạp ko hay tui bị đè đó là cơn ác mộng của tui vì thế từ đó tới bây giờ 😅😔sợ quá ko biết bão chỗ tui ra sao nữa 😵‍💫❤","07/09/2024 07:37","91"
"X4LVHA10Xuc","UgxrSI_Yr0uKd97cuix4AaABAg","😂😂😂😂😂😂😂😂😂😂😂😂","10/09/2024 11:28","2"
"X4LVHA10Xuc","Ugz4eXg4Upu6xfGlssJ4AaABAg","Chỗ mình chả có tí bão nào, may quá 🍀","07/09/2024 07:17","132"
"X4LVHA10Xuc","UgyEYqL-wCQDftr87Ch4AaABAg","Bão em còn mạnh hơn anh đó mà em sắp chết đây này 😅😅😅","11/09/2024 13:03","1"
"X4LVHA10Xuc","UgxGsNUBM5FE3OOcxN54AaABAg","Thật là kinh khủng mà chúng ta phải cẩn thận nhất là những người ở vùng ven biển và miền trung mong những người đó vượt qua đc trận bão này 😊","07/09/2024 09:34","3"
"X4LVHA10Xuc","UgymTkHQLkB2OmFeb6J4AaABAg","Máy mà nó càn quyét hết ở trung quốc rồi về vn còn đỡ 😂","07/09/2024 07:15","4"
"X4LVHA10Xuc","Ugz86gqKDLtuj2Cj1_h4AaABAg","Nhà tôi còn bị thổi bay lóc nhà kìa 😢😢","10/09/2024 19:19","0"
"X4LVHA10Xuc","UgytFJh7SOokUwDaS354AaABAg","Cầu cho những ai bị ảnh hưởng bởi bão luôn may mắn nhé 🍀🍀","07/09/2024 09:20","32"
"X4LVHA10Xuc","UgwSqoqAGikPZxWSfH54AaABAg","Bão to cực
Tui thik :D","09/09/2024 14:22","0"
"X4LVHA10Xuc","Ugxz2FPPtEG-jmgTO3d4AaABAg","Huhu tui ở Bắc Ninh hôm qua thông báo nay hoặc mai mưa bão số 3 trời khóc thét 😢😢","07/09/2024 07:20","46"
"X4LVHA10Xuc","UgzcAMG75k5R15naNE14AaABAg","chỗ e siêu bão yagi 
Mà như siêu bão mini","11/09/2024 09:11","0"
"X4LVHA10Xuc","Ugy6DvTcyOWsgN_q1kV4AaABAg","trẻ con ở ngoài là hết cú😂😂😂","14/10/2024 12:02","1"
"X4LVHA10Xuc","Ugx3nI_lClG9DlAnYfV4AaABAg","Hên quá mình ở Miền Nam mong các ae Miền Bắc sống sót qua khỏi cơn bão này 😢","08/09/2024 12:38","7"
"X4LVHA10Xuc","UgznokLcJ0tlMEWuXFt4AaABAg","Mấy đứa trong miền nam:🌞🌝","23/09/2024 05:14","1"
"X4LVHA10Xuc","UgzpRoKQHcVyVOaQtut4AaABAg","Nói thật luôn là nhiều ng cứ uớc bão yagi đến nhanh chỉ để đc nghỉ học, nhiều bn học sinh vẫn còn coi thường bão yagi và cứ mong muốn nó tới nhanh, sau khi tới r thì khóc than bão đến thì cũng lmj có mạng mà chs","07/09/2024 10:06","5"
"X4LVHA10Xuc","UgyRHMO8AAZT03uaAY94AaABAg","Camera man là bất tử 👍👍","18/09/2024 17:41","0"
"X4LVHA10Xuc","UgwXvW7mtIVXwcSJJbZ4AaABAg","t ở miền Nam nên khá thoải mái:)
bà ngoại t ở miền Bắc nên t cx hơi lo
chỗ t bây h nắng nóng còn mog có mưa nx mà","07/09/2024 14:35","3"
"X4LVHA10Xuc","UgxABxcbCJJLRqmmXmR4AaABAg","Nói ở việt nam mà quay bên tàu à :))","08/09/2024 15:46","0"
"X4LVHA10Xuc","Ugzc9YAVTsG1VFc3Jv14AaABAg","NAM MÔ ĐẠI TỪ ĐẠI BI CỨU KHỔ CỨU NẠN QUÁN THẾ ÂM BỒ TÁT 
Con cầu mong tất cả mọi người bình an tai qua nạn khỏi","07/09/2024 13:20","19"
"X4LVHA10Xuc","Ugx4bvI6NBKL3ib9Azd4AaABAg","Thế bão số 1 và bão số 2 có  không?","10/09/2024 11:19","1"
"X4LVHA10Xuc","UgzRLL6r1sJiS3Tm5px4AaABAg","Nó đâu hiểu đc sự thiệt hại về tài sản và con người lớn như thế nào đâu...Yên bình là điều quý giá nhất","07/09/2024 19:10","3"
"X4LVHA10Xuc","UgyI8lnMN4tQcs8X4RR4AaABAg","Chỗ mik mới mưa gió nhiều trời đen gió ào ào lun 😮😮😮","07/09/2024 22:11","0"
"X4LVHA10Xuc","UgzOPSqNN1y9MJR4hzp4AaABAg","Nam mô a di đà Phật mong bão qua nhanh cho mọi người đỡ khổ","07/09/2024 15:53","3"
"X4LVHA10Xuc","Ugzjj9toEaW0K009kBt4AaABAg","Nhà mik bay nóc nha r đó là tôn *-*","07/09/2024 22:09","0"
"X4LVHA10Xuc","UgxANXuhul8YFxrz_kB4AaABAg","Tối qua nhà tui nước chảy tòng tòng , ngập nhà lun . Quần áo của tui và gia đình bay lun xuống chuồng chó . Mà nhà tui còn may á , bởi vì áo cấp 2 của tui chưa bay đâu , còn áo của em tui mắc dô cột điện òi . Khỏi lấy lun . HAHAHAHA 😂😂😂😂😂","07/09/2024 09:26","39"
"X4LVHA10Xuc","Ugzb_mXALIiFtkQtZfZ4AaABAg","Họ giờ đã có 1 kỉ niệm trong thời hs dữ dội","09/09/2024 19:00","0"
"X4LVHA10Xuc","UgwwIMI40Kc5IQx4ucB4AaABAg","Bọn trẻ học sinh giờ sướng quá nhờ, học nghỉ liền liền, ngày xưa học có ngày chủ nhật nghỉ cũng phải đi học bù vì bị trễ bài, học sáng chiều liên tục tục ngày qua ngày. Đạp xe đạp 5,6 cây trong túi có 5k ăn ko dám ăn uống ko dám uống. Nhìn lại các em bây giờ sung sướng hơn tiên","07/09/2024 15:47","21"
"X4LVHA10Xuc","UgxG85eHpo2gDEFjN7l4AaABAg","Hà Nội:☠️
Sài Gòn:🗿🍷","07/09/2024 14:53","12"
"X4LVHA10Xuc","Ugx1Q3DqsIUuS1Ibqw14AaABAg","Chỗ tui bão nhẹ nhất chỉ bị đổ cửa nhà văn hoá thôi","10/10/2024 12:09","0"
"X4LVHA10Xuc","UgxbcPmU4wJTQ6Zt3g14AaABAg","Bão đến mà còn là bão số 3 yagi 
Người miền bắc 💀
Người miền nam 😀☕","07/09/2024 08:43","4"
"X4LVHA10Xuc","UgzQuBF-rlxL35JpVcV4AaABAg","Trời ơi mẹ mình nói bảo cũng phải đi học 😂","08/09/2024 13:12","0"
"X4LVHA10Xuc","UgysrlEvyEZz-D88BOZ4AaABAg","Sợ thật, chưa bao giờ nghĩ là có cơn bão nào mạnh như vậy luôn, mọi người cẩn thận cố gắng lên nhé!😢","08/09/2024 01:28","3"
"X4LVHA10Xuc","UgyHn3l1064qOF8oRk14AaABAg","Anh ơi ở Việt Nam có bão yagi ko vậy 😢😢😢","19/09/2024 16:52","0"
"X4LVHA10Xuc","UgySCcjfV1X1RuSdUeV4AaABAg","Bão mạnh nhất lịch sử vs bão mạnh nhất hiện tại 🍷🗿👍","13/09/2024 18:19","0"
"X4LVHA10Xuc","Ugz_3P1ZGPhrHLG1j6J4AaABAg","Ai nhớ nghỉ hè lâu nhất lịch sử ko 😂","07/09/2024 22:21","0"
"X4LVHA10Xuc","UgwpP1pvlF_Ainn4O554AaABAg","Vietnam airlines 474:tui có nghe lời mày đâu :)))","15/11/2025 20:03","0"
"X4LVHA10Xuc","Ugws0p6dPzfOkLZgWnd4AaABAg","bị gió cuốn bay bài tập:)))","08/09/2024 16:06","0"
"X4LVHA10Xuc","Ugyk-VZjTN6Yes-Mie14AaABAg","Bắc: bay mãi tôn 
Trung: bị thương nhẹ 
Nam: yagi gì cơ","15/09/2024 14:49","0"
"X4LVHA10Xuc","Ugz8Vp7yBofviea-Y7J4AaABAg","nhà tôi ở hạ hòa nên vẫn chưa bị sao","07/09/2024 14:24","1"
"X4LVHA10Xuc","UgxlzIFzuAMoufUVHGR4AaABAg","Cậu mong chỗ tui và nói khác bị vẫn sống được😅😢😢","08/09/2024 12:17","0"
"X4LVHA10Xuc","UgyfOq98-LW2isMYzOh4AaABAg","éo sợ 😂😂😂😂😂😂😂😂😂😂","09/10/2024 18:53","1"
"X4LVHA10Xuc","Ugy-N6ht_N4Kzmm4tSN4AaABAg","Ở thái bình chỗ tui ở vừa qua bão hôm qua bị bão quật cho gãy hết cây bay cả ngói","09/09/2024 05:26","0"
"sJLksOsZlBQ","Ugzm2lGXMq_BPXcXPJp4AaABAg","Mình rất sợ vì đến cả trong geam cũng cảnh báo huhu😢😢😢😢😢😢","07/09/2024 23:44","1"
"sJLksOsZlBQ","UgwDWpp-RYvJbZ1VzyZ4AaABAg","Mong bà con ko bị sao","06/09/2024 17:23","2"
"sJLksOsZlBQ","Ugxj6naGa1Lq8LZViil4AaABAg","Tôi ở hải dương có bão yagi","06/09/2024 20:40","2"
"sJLksOsZlBQ","UgwMysN3ZkdZ1EdqRSR4AaABAg","❤❤❤❤","07/09/2024 12:43","0"
"sJLksOsZlBQ","UgyoyOXlGKomhr1Bvo14AaABAg","Mọi người cố lên vN sẽ chiến thắng thôi🇻🇳🇻🇳🇻🇳🇻🇳😢😢😢","07/09/2024 07:16","0"
"sJLksOsZlBQ","UgybMHdQJb385VOP_t94AaABAg","Cầu mong mọi người tai qua nạn khỏi !","06/09/2024 21:49","0"
"sJLksOsZlBQ","UgyCoJuLIot2_-zLt6B4AaABAg","Đảo Hải Nam k che được lần này","08/09/2024 10:47","0"
"sJLksOsZlBQ","Ugwnic8uwKFEEdKA1zp4AaABAg","❤","06/09/2024 19:41","0"
"sJLksOsZlBQ","UgzJkc_3pHmpFVmDOdp4AaABAg","Tui đang rén","06/09/2024 17:37","0"
"sJLksOsZlBQ","UgyOVSKJOY2XI4Oycq94AaABAg","Sos mn ơi 😢🦐","08/09/2024 07:53","0"
"sJLksOsZlBQ","UgyWcABSkYF8sCMWpbp4AaABAg","Ghê","06/09/2024 20:20","1"
"sJLksOsZlBQ","Ugx0obmHzY51MkOa72F4AaABAg","Sợ😢😢😢😢","06/09/2024 17:30","0"
"sJLksOsZlBQ","UgyvTuJana-HbTzZCHt4AaABAg","Cho em xin video nha a😢","18/09/2024 13:17","0"
"I7fHgojlYtk","Ugx1GW8PFO4yRSsQech4AaABAg","Cuoi no bung 😂","28/09/2024 23:40","1"
"I7fHgojlYtk","UgzKQtuT5ZpWJUMofOZ4AaABAg","Bão Yagi đã làm cho các cửa hàng đc chú ý nhiều hơn :))","16/09/2024 14:23","16"
"I7fHgojlYtk","UgwTspBq_fD3sac2IoZ4AaABAg","Chợ á bài 🥰","16/09/2024 21:30","2"
"I7fHgojlYtk","Ugzw_gFtPyd4ojyoZjZ4AaABAg","Hahahahaha","16/09/2024 12:02","2"
"I7fHgojlYtk","Ugz8GquZ2LTJ4lyK7qJ4AaABAg","sau bão yagi gần chỗ t còn có siêu thị kín khách cơ :)))","20/09/2024 19:06","1"
"I7fHgojlYtk","UgzThxhtXvJUenvNKGh4AaABAg","Mất mợ chữ nhé😂😂😂😂","16/09/2024 11:52","6"
"I7fHgojlYtk","UgxO9levt2EAmUa423B4AaABAg","Mắc iar qa 😂","16/09/2024 20:06","1"
"I7fHgojlYtk","UgzOjgj0TFoq1SU_MV54AaABAg","Khum pít lói j hơn","03/11/2025 17:40","0"
"I7fHgojlYtk","Ugw_MP1qUs9b1vBqyUx4AaABAg","Nhiều cái là nó mất chữ từ lâu rồi mà >:(","21/09/2024 08:03","0"
"I7fHgojlYtk","UgzdjjIlKQcsYfpTLFt4AaABAg","Tôi chỉ quan tâm thị trấn ế chắc đây là nơi anh em tợp hợp dí nhau","16/09/2024 12:37","3"
"I7fHgojlYtk","Ugz82QmBW-B3CLP2_tJ4AaABAg","Huh ? Cái ảnh khu vực A mất E có từ hồi năm 2021 - 2022 gì đấy liên quan gì đến bão yagi ?","19/09/2024 16:54","2"
"dqXbWo_Y3MQ","UgzdOKYhd-F-q_TogoR4AaABAg","Ghim e đi","08/09/2024 20:02","46"
"dqXbWo_Y3MQ","UgwToQLLns1EXqi6Zk94AaABAg","😢 Mong rằng các bạn miền trung và Bắc vẫn khỏe mạnh và an toàn sau cơn bão nha😢😢 Nhìn mà sợ quá đi huhu","08/09/2024 08:54","68"
"dqXbWo_Y3MQ","UgxAPyso9Ic1ab_uDdx4AaABAg","Cầu mong cho tất cả chúng sanh đều được hưởng phước lành 🙏🙏🙏","10/09/2024 15:24","27"
"dqXbWo_Y3MQ","Ugx2x4YemhnlyKg-qip4AaABAg","Nam mô a di đà phật
Hãy cho miền Bắc và Miền trung Bình An sau cơn Bão❤❤❤","07/09/2024 20:00","109"
